Turn 1
0,0,0
-0.9999999675443224,-0.00025477706730737346,0
-1.9999991561524892,-0.00152866207308577,0
-2.9999936711479696,-0.0048407579282802645,0
-3.9999733864179765,-0.011210141612447091,0
-4.9999188289198315,-0.021655811517707402,0
-5.999798063773835,-0.03719658716669113,0
-6.999563580666638,-0.05885094543627112,0
-7.999149182741997,-0.08763677743123685,0
-8.998466879721725,-0.12457105017528225,0
-9.9974037876783,-0.17066935732597155,0
-10.995819038671563,-0.22694534318192197,0
-11.993540704364557,-0.29440998434154847,0
-12.990362738746667,-0.37407071350161686,0
-13.986041946214561,-0.4669303700598142,0
-14.980294982490872,-0.5739859624188179,0
-15.972795397194496,-0.6962272271911352,0
-16.963170728311532,-0.8346349708864216,0
-17.950999660347826,-0.9901791801390768,0
-18.935809259567534,-1.1638168871174865,0
-19.917072301430586,-1.3564897774619076,0
-20.894204707127464,-1.5691215289409175,0
-21.86656310796292,-1.8026148700123767,0
-22.83344255825005,-2.0578483486402055,0
-23.79407441932955,-2.3356728030694978,0
-24.74762443931108,-2.636907527816207,0
-25.693191055126963,-2.9623361299004354,0
-26.629803945473927,-3.3127020723604663,0
-27.55642286517346,-3.688703904343864,0
-28.471936793381513,-4.09099017959702,0
-29.37516342989566,-4.520154067979229,0
-30.26484907551226,-4.976727667723869,0
-31.139668933944105,-5.461176029567819,0
-31.998227874184135,-5.973890907578896,0
-32.83906169335328,-6.5151842555349155,0
-33.66063892095827,-7.08528149204891,0
-34.46136320606274,-7.684314562291227,0
-35.23957632909374,-8.31231482912425,0
-35.99356187981582,-8.96920583172842,0
-36.89926400624872,-9.830718256580738,0
